signal_entropy,hjorth_activity,hjorth_mobility,hjorth_complexity,signal_energy,power_theta,power_alpha,power_beta,power_gamma,bispectral_index,class
0.5269216393004286,0.5467909595513814,0.175951546004116,0.35263298383458636,0.07060403771945545,0.6329919789087913,0.3156874322937819,0.6089339459996167,0.7891474467005479,0.7407387712181382,2
0.4374123978508313,0.35537220436126715,0.34351970734075865,0.2900329208796049,0.04082339379439449,0.402777702101296,0.6713977665012323,0.5914754903535828,0.4925409432270745,0.07562052213263981,0
0.5482036254822695,0.31692953475913976,0.41499612891601956,0.25329303512132345,0.06466756987025465,0.537796761028715,0.6770960554326328,0.40666430999736203,0.6674292593463551,0.922627679154776,2
0.6715954301885614,0.43424219965066846,0.7831603141733922,0.5707349794767409,0.03389674103728106,0.6270431575634344,0.6002073231829713,0.9313438207636624,0.5604472023343188,0.9756265624544668,2
0.4238954695512578,0.410226050433949,0.5702035024529372,0.4710362366848995,0.39989552425366465,0.24554246298915267,0.3956494874659695,0.3107339859392818,0.6565022387611295,0.606883368180218,1
0.42389778386995847,0.36947545727763764,0.2675130785397134,0.5653938703949066,0.08713878938936975,0.8259294544377019,0.7489280682716559,0.3394450984974212,0.03704037280183914,0.48180838280835114,1
0.6795152171014152,0.5349889755560516,0.5589221180332228,0.6148511642466661,0.04842872891491088,0.49258174593436177,0.841732557207128,0.5344274474493699,0.43201723199436287,0.742728145506404,2
0.5650835537018235,0.572266125791585,0.23362542401045272,0.5473023938472275,0.10243370461073517,0.2511236449506284,0.5747709725874912,0.8132829362140284,0.6870925734820965,0.3284707963032266,2
0.39072362714941655,0.4474562291684221,0.6543758029972405,0.6096506050554209,0.06652181379153133,0.5537466240316924,0.6261056823788947,0.3760186054523037,0.3897137734163532,0.49386486033544197,1
0.5333842694288937,0.6474523739060607,0.4057941378589559,0.49401624963296925,0.2349354411837497,0.5364677543438647,0.5824913826202793,0.4604754616182837,0.7591612644860648,0.918000267007221,2
0.3915774041610871,0.2703556964945303,0.46618528359011857,0.3163485740755319,0.6110898836599392,0.5204797819945931,0.6289070001789596,0.6593578781076053,0.7150684711448774,0.9576213247117716,2
0.3912514863236354,0.40684630926556187,0.6932681845411656,0.6732556217964638,0.09922428906439705,0.669229403628477,0.5371114917730798,0.49719298823455804,0.4059536214391554,0.9289505981322973,2
0.4910107394646577,0.33152501614414864,0.27524306156165834,0.41140707117424086,0.33988413829873676,0.6354416517892968,0.5491160761770709,0.45029155052859227,0.40056707134053665,0.26236687616723386,0
0.18719866285568332,0.16599727338483278,0.2576523643084371,0.35631876763178977,0.14367719410503257,0.5731230514067306,0.6819210281104807,0.5835938539492048,0.3197766893814891,0.2322993192377657,0
0.21375102304623972,0.4228242491047248,0.3878002781126333,0.4767837788777303,0.029423462307068132,0.5942318164359095,0.8852927337746268,0.5401909462004296,0.3805562197448508,0.297687311763122,0
